AGE	SEX	EDUC	WRKSTAT	RICHWORK	SATJOB	LIFE	IMPJOB	INCOME4	HRS1	DEGREE	ANOMIA5	DEGREE2	MAEDUC	PAEDUC	MACOLLEG	PACOLLEG	SATJOB2	MARITAL	AGEWED	SPWRKSTA	SPHRS1	SIBS	ZODIAC	SPEDUC	SPDEG	PARTYID	VOTE92	PRES92	POSTLIFE	HAPPY	HAPMAR	JOBINC	CLASSICL	OPERA	COUNTRY	RINCOM91	TVHOURS	FINRELA	WIFEDUC	HUSBEDUC	INCOMDOL	RINCMDOL	INCOME91
49	2	20	1	1	2	3	2	4	50	4	1	1	16	20	1	1	2	1	27	1	40	1	12	18	4	2	1	1	2	1	1	2	1	3	4	22	2	8	20	18	?	?	98
56	1	18	1	2	3	2	2	4	40	4	1	1	13	14	0	0	2	5	0	0	-1	2	12	97	7	2	1	1	0	2	0	3	1	1	4	19	1	4	?	?	87500	55000	21
55	1	20	1	1	1	2	5	4	40	4	1	1	12	7	0	0	1	1	31	7	-1	1	5	16	3	4	2	0	0	2	2	3	1	2	3	21	0	4	16	20	87500	87500	21
61	2	20	1	0	3	0	3	3	40	4	0	1	12	16	0	1	2	1	36	1	35	4	9	16	3	3	1	2	1	2	1	0	2	2	2	18	2	3	20	16	55000	45000	19
34	1	16	1	1	1	2	2	1	51	3	2	1	12	12	0	0	1	5	0	0	-1	5	12	97	7	2	2	0	0	2	0	1	5	5	3	8	1	3	?	?	9000	9000	8
43	2	17	2	1	1	3	2	1	16	3	1	1	16	16	1	1	1	5	0	0	-1	3	5	97	7	2	1	1	0	2	0	2	1	4	2	11	1	2	?	?	16250	16250	11
48	1	16	1	1	3	2	1	4	65	4	1	1	98	98	?	?	2	1	25	2	8	4	12	16	4	0	1	1	0	2	2	4	1	4	3	21	2	4	16	16	87500	87500	21
43	2	16	1	1	1	2	2	4	42	3	2	1	12	12	0	?	1	4	31	0	-1	4	4	97	7	4	1	3	0	1	0	3	1	3	3	3	2	4	?	?	67500	3500	20
65	1	15	5	0	0	2	1	2	-1	1	1	0	12	98	1	?	?	1	25	2	8	1	12	12	1	2	1	3	0	1	1	2	4	4	3	0	1	3	12	15	37500	?	17
35	1	12	4	2	1	3	2	2	-1	0	2	0	12	14	0	0	1	4	26	0	-1	4	4	97	7	2	1	3	0	2	0	9	2	2	1	17	1	3	?	?	37500	37500	17
82	2	15	5	0	0	2	8	4	-1	1	2	0	12	6	0	0	?	2	31	0	-1	0	11	97	7	5	2	0	0	1	0	9	8	8	8	0	2	8	?	?	?	?	98
62	2	12	2	1	1	3	2	4	43	1	1	0	98	98	?	?	1	1	22	1	65	2	12	98	8	1	1	1	0	2	3	1	2	2	1	98	3	3	?	?	?	?	98
59	2	12	2	2	1	3	2	1	30	1	1	0	10	12	0	0	1	2	21	0	-1	3	3	97	7	3	1	3	1	1	0	2	3	5	1	8	1	1	?	?	13750	9000	10
38	1	12	1	1	1	2	1	4	40	1	2	0	98	98	?	0	1	3	24	0	-1	3	10	97	7	3	2	0	1	2	0	3	2	4	3	20	1	4	?	?	67500	67500	20
43	2	15	2	1	2	3	1	3	24	1	1	0	15	12	0	0	2	1	22	8	-1	4	6	11	0	3	1	1	1	3	2	4	2	2	2	15	2	2	15	11	45000	27500	18
31	1	12	1	1	1	2	2	2	40	1	1	0	12	16	1	1	1	1	26	7	-1	3	11	12	1	5	3	0	1	2	1	2	3	5	2	14	2	2	12	12	32500	23750	16
30	2	14	7	0	1	3	4	4	-1	1	1	0	14	16	0	1	1	1	29	1	89	2	11	16	3	1	1	2	2	1	1	1	2	4	3	0	2	4	14	16	87500	?	21
40	1	16	1	2	2	3	2	2	50	3	1	1	20	20	1	1	2	5	0	0	-1	1	5	97	7	0	1	1	1	3	0	1	3	5	3	16	4	3	?	?	32500	32500	16
27	1	17	1	2	3	2	2	2	60	3	2	1	12	16	0	0	2	5	0	0	-1	2	11	97	7	7	1	2	0	2	0	1	3	5	3	16	0	3	?	?	32500	32500	16
52	1	16	1	1	2	3	1	2	40	3	2	1	12	13	0	1	2	3	38	0	-1	2	6	97	7	5	1	2	1	1	0	3	1	5	4	15	1	3	?	?	27500	27500	15
32	2	12	1	1	2	2	2	4	40	1	1	0	97	98	?	0	2	1	29	1	70	4	3	16	1	6	1	2	0	2	1	3	3	4	5	17	2	4	12	16	87500	37500	21
70	1	15	5	0	0	2	3	3	-1	1	2	0	8	7	0	0	?	1	21	7	-1	3	3	12	1	3	1	1	1	1	1	3	3	4	2	0	3	4	12	15	55000	?	19
55	2	13	1	0	1	0	3	4	40	1	0	0	12	10	0	0	1	1	20	1	46	2	1	15	2	6	1	2	1	1	1	0	2	2	2	14	1	3	13	15	67500	23750	20
53	2	16	1	1	2	2	1	2	40	3	1	1	12	18	0	1	2	1	20	1	60	3	5	18	4	6	1	2	0	1	1	4	2	4	2	9	1	3	16	18	37500	11250	17
35	2	12	7	0	4	3	1	1	-1	1	1	0	18	18	1	1	2	3	18	0	-1	3	8	97	7	6	1	2	1	2	0	3	2	4	4	0	2	1	?	?	21250	?	13
99	2	20	7	0	9	0	2	4	-1	4	0	1	16	99	1	0	?	2	26	0	-1	6	99	97	7	3	1	3	1	1	0	0	2	2	5	0	1	2	?	?	?	?	22
79	2	8	7	0	2	1	2	1	-1	0	1	0	8	8	0	0	2	2	16	0	-1	4	1	97	7	3	1	1	0	3	0	4	3	3	2	0	2	3	?	?	6500	?	6
72	2	8	2	2	3	1	2	1	20	0	1	0	6	2	0	0	2	2	16	0	-1	10	3	97	7	3	1	2	2	3	0	3	4	4	1	8	6	2	?	?	11250	9000	9
81	2	6	7	0	9	1	3	1	-1	0	2	0	4	98	0	0	?	2	23	0	-1	6	8	97	7	1	1	1	0	2	0	5	4	4	3	0	4	2	?	?	5500	?	5
76	2	14	7	0	3	2	9	4	-1	0	1	0	99	97	0	?	2	2	20	0	-1	5	99	97	7	3	3	0	1	2	0	5	9	9	9	22	5	3	?	?	?	?	22
30	1	16	1	2	1	3	2	4	40	2	1	0	12	12	0	0	1	1	23	1	40	4	99	18	4	1	1	1	0	1	1	2	2	2	2	18	1	3	18	16	67500	45000	20
45	2	12	7	0	1	3	2	2	-1	1	1	0	14	12	0	0	1	1	21	1	40	99	12	12	1	6	1	2	1	1	1	3	5	5	3	0	10	4	12	12	37500	?	17
34	1	12	1	1	1	3	2	3	40	1	1	0	12	97	0	?	1	3	22	0	-1	3	11	97	7	1	2	0	2	2	0	4	4	4	3	17	4	3	?	?	55000	37500	19
71	1	12	5	0	0	0	2	2	-1	1	0	0	6	14	0	0	?	1	29	5	-1	4	5	12	1	6	1	3	2	1	1	0	3	4	3	0	3	3	12	12	32500	?	16
43	2	16	1	1	1	2	2	3	38	3	2	1	16	10	1	0	1	1	21	1	40	3	1	13	1	6	1	2	1	2	2	2	4	5	3	13	1	3	16	13	45000	21250	18
37	1	19	1	0	3	0	1	1	46	4	0	1	17	18	1	1	2	1	29	1	42	5	8	18	4	3	3	0	2	3	2	0	2	2	1	9	1	3	18	19	13750	11250	10
80	2	12	7	0	9	2	3	1	-1	1	2	0	8	8	0	0	?	2	30	0	-1	10	12	97	7	3	1	1	1	3	0	4	1	1	2	0	99	3	?	?	18750	?	12
75	2	12	5	0	0	2	2	2	-1	1	1	0	3	8	0	0	?	1	18	2	8	0	10	14	1	1	1	1	1	2	2	3	2	2	2	8	3	3	12	14	27500	9000	15
67	1	14	5	0	0	0	9	2	-1	1	0	0	5	5	0	0	?	1	25	5	-1	2	8	12	1	3	1	2	1	2	1	0	3	4	1	0	3	3	12	14	27500	?	15
42	2	12	1	0	1	0	2	3	40	1	0	0	10	12	0	0	1	1	18	1	40	5	4	12	0	0	1	1	1	2	1	0	2	3	3	11	6	3	12	12	45000	16250	18
76	2	12	7	0	1	0	2	1	-1	1	0	0	8	8	0	0	1	2	26	0	-1	6	11	97	7	6	1	2	1	2	0	0	2	2	2	0	2	3	?	?	21250	?	13
67	2	16	5	0	0	0	2	2	-1	4	0	1	10	5	0	0	?	1	54	5	-1	10	4	14	1	1	1	2	1	1	1	0	1	1	2	0	3	3	16	14	32500	?	16
55	2	12	3	1	1	3	2	3	-1	1	1	0	12	98	0	0	1	5	0	0	-1	1	9	97	7	3	3	0	1	2	0	9	2	2	3	18	0	3	?	?	45000	45000	18
66	1	20	1	0	1	0	2	4	50	4	0	1	7	5	0	0	1	2	32	0	-1	12	10	97	7	0	1	1	1	2	0	0	1	1	3	20	2	4	?	?	67500	67500	20
69	1	16	8	0	0	0	1	2	-1	3	0	1	12	16	0	1	?	1	25	7	-1	0	2	16	3	5	1	1	2	1	1	0	1	5	4	22	2	3	16	16	37500	?	17
57	2	14	1	2	1	3	2	3	40	2	2	0	3	97	0	?	1	3	21	0	-1	7	4	97	7	5	2	0	8	1	0	3	3	4	3	18	5	4	?	?	45000	45000	18
57	2	18	1	1	1	3	1	4	40	4	2	1	16	97	1	?	1	1	35	1	40	0	3	18	4	0	1	1	0	1	1	3	1	1	2	10	1	4	18	18	87500	13750	21
85	2	11	7	0	1	2	2	1	-1	0	1	0	12	97	0	?	1	2	32	0	-1	8	10	97	7	6	2	0	0	2	0	3	4	4	2	0	5	3	?	?	16250	?	11
74	2	14	5	0	0	0	5	2	-1	2	0	0	98	6	?	0	?	3	22	0	-1	7	3	97	7	2	1	1	1	1	0	0	2	3	2	0	4	4	?	?	27500	?	15
36	1	17	1	1	1	3	2	2	40	3	1	1	12	14	0	0	1	5	0	0	-1	1	5	97	7	2	1	1	0	2	0	3	3	4	3	17	2	4	?	?	37500	37500	17
32	2	18	7	0	2	2	2	4	-1	4	2	1	16	16	1	1	2	1	29	1	70	3	11	16	3	6	1	2	1	2	2	3	1	3	5	18	1	4	18	16	87500	45000	21
30	2	14	6	0	0	3	2	2	-1	1	1	0	16	14	1	0	?	1	21	1	80	4	1	14	1	6	1	2	1	1	1	2	1	3	2	12	1	3	14	14	37500	18750	17
59	2	13	2	2	1	3	3	4	32	1	1	0	10	12	0	0	1	1	20	1	60	1	3	14	1	1	1	1	1	2	2	2	1	4	2	15	2	4	13	14	67500	27500	20
39	1	17	1	2	1	3	2	4	60	3	1	1	12	13	0	0	1	1	23	3	-1	3	5	14	1	5	1	3	0	1	1	1	4	4	3	21	5	4	14	17	87500	87500	21
49	2	14	1	2	1	3	1	2	40	1	2	0	12	8	0	0	1	3	99	0	-1	4	5	97	7	4	1	1	0	1	0	5	1	4	2	16	0	3	?	?	32500	32500	16
51	2	13	1	0	2	0	2	1	40	1	0	0	12	12	0	0	2	3	31	0	-1	3	9	97	7	0	1	1	1	1	0	0	2	3	1	11	1	2	?	?	16250	16250	11
73	2	10	5	0	0	0	5	1	-1	0	0	0	98	98	?	?	?	2	18	0	-1	5	6	97	7	3	2	0	1	2	0	0	4	4	2	0	8	1	?	?	7500	?	7
47	1	6	8	0	0	2	1	1	-1	0	8	0	6	4	0	0	?	1	17	7	-1	11	2	6	0	2	2	0	1	2	2	3	8	5	2	0	2	1	6	6	9000	?	8
53	1	18	1	2	1	3	1	4	50	4	2	1	12	10	0	0	1	1	26	1	50	2	7	18	4	4	1	3	0	2	1	3	1	3	2	17	2	3	18	18	67500	37500	20
41	2	13	1	2	2	3	3	4	40	1	1	0	12	11	0	0	2	1	18	1	60	4	7	15	2	6	1	2	1	1	1	1	3	4	2	4	1	3	13	15	67500	4500	20
38	1	11	1	0	4	0	1	2	32	0	0	0	11	8	0	0	2	3	20	0	-1	4	5	97	7	0	1	1	2	2	0	0	4	4	1	11	4	2	?	?	27500	16250	15
54	2	12	7	0	1	3	2	3	-1	1	2	0	12	10	0	0	1	1	18	1	45	4	7	16	1	4	1	2	0	1	1	3	3	4	1	0	4	4	12	16	55000	?	19
58	1	17	2	0	1	0	1	4	15	4	0	1	8	6	0	0	1	1	22	1	40	2	4	12	1	2	1	1	8	1	1	0	1	2	3	18	3	4	12	17	67500	45000	20
33	2	15	2	0	2	0	4	1	24	1	0	0	12	10	0	?	2	1	26	1	40	0	7	16	3	0	1	1	2	2	2	0	3	3	2	0	7	3	15	16	13750	?	10
71	2	6	2	1	1	2	2	1	24	0	1	0	99	99	?	?	1	2	16	0	-1	7	10	97	7	0	2	0	1	1	0	1	2	5	1	5	4	3	?	?	11250	5500	9
59	2	12	1	0	2	0	1	4	40	1	0	0	6	4	0	0	2	1	26	5	-1	7	6	5	0	1	2	0	1	2	2	0	3	2	2	8	1	3	12	5	?	9000	22
33	2	14	1	1	4	2	2	4	40	1	2	0	12	12	0	0	2	1	27	1	50	3	7	16	3	2	1	3	0	1	1	3	1	5	3	15	4	4	14	16	87500	27500	21
50	1	12	1	1	1	3	1	4	40	1	2	0	10	12	0	0	1	1	26	1	40	2	9	16	3	1	1	3	1	2	2	4	3	4	3	19	3	4	16	12	67500	55000	20
51	2	14	1	2	2	2	3	4	40	1	1	0	97	12	?	0	2	1	27	1	40	1	1	16	3	1	1	1	0	2	2	2	3	4	3	18	2	4	14	16	87500	45000	21
60	2	12	1	2	2	3	2	4	40	1	1	0	12	12	0	0	2	1	20	1	45	0	12	12	1	1	1	2	2	1	1	1	3	3	3	15	3	4	12	12	87500	27500	21
69	2	12	5	0	0	1	2	1	-1	1	2	0	98	98	0	0	?	1	22	5	-1	3	5	12	1	4	1	2	1	2	2	3	3	4	4	0	4	3	12	12	16250	?	11
41	2	17	1	0	2	0	1	4	52	3	0	1	16	16	1	1	2	1	30	1	39	5	6	16	3	1	3	0	1	3	2	0	2	5	2	20	1	4	17	16	87500	67500	21
57	1	12	1	2	1	3	1	2	40	1	2	0	8	8	0	0	1	5	0	0	-1	8	4	97	7	1	1	1	1	2	0	2	2	1	1	15	4	4	?	?	27500	27500	15
77	2	10	7	0	1	3	4	3	-1	0	1	0	98	98	0	0	1	2	25	0	-1	6	4	97	7	6	1	2	0	2	0	1	3	3	2	0	5	4	?	?	45000	?	18
50	2	12	1	0	1	0	4	4	35	1	0	0	12	3	0	0	1	1	22	1	50	1	7	16	3	3	1	2	2	1	1	0	3	5	3	22	1	3	12	16	?	?	22
41	2	12	7	0	9	2	4	4	-1	1	2	0	0	3	0	0	?	1	25	8	-1	5	3	16	3	2	1	2	0	1	1	5	1	3	2	0	3	4	12	16	?	?	98
50	2	16	1	0	2	0	3	4	15	3	0	1	12	12	0	?	2	2	26	0	-1	2	8	97	7	9	1	1	8	2	0	0	3	3	3	22	2	3	?	?	?	?	22
53	2	13	2	0	1	0	3	4	14	1	0	0	12	12	0	0	1	1	20	5	-1	3	1	16	3	0	1	1	1	1	1	0	5	4	2	22	5	2	13	16	?	?	22
34	1	16	1	1	3	2	1	4	55	3	2	1	12	12	0	0	2	1	28	7	-1	3	8	16	3	1	1	1	8	2	2	3	3	4	2	22	1	4	16	16	?	?	22
47	2	12	1	1	2	3	2	4	55	1	1	0	14	97	0	?	2	1	18	1	50	3	6	14	1	1	1	2	1	2	2	4	3	4	1	15	2	3	12	14	67500	27500	20
45	2	14	2	1	1	3	2	3	20	2	1	0	16	11	1	0	1	1	18	1	45	2	9	16	3	0	1	1	1	2	2	3	1	3	3	14	1	2	14	16	45000	23750	18
35	1	19	1	9	1	3	2	2	60	4	2	1	12	97	0	?	1	1	20	2	20	4	3	13	1	5	1	2	0	1	1	5	3	4	3	14	2	3	13	19	27500	23750	15
72	1	8	5	0	0	2	2	4	-1	0	1	0	3	3	0	0	?	1	29	5	-1	6	2	9	0	3	1	3	0	2	1	9	2	2	1	0	2	2	9	8	?	?	22
37	1	14	1	1	1	3	3	2	48	2	2	0	14	11	0	0	1	1	24	2	16	5	7	14	1	2	1	3	1	2	1	3	3	3	1	16	2	3	14	14	37500	32500	17
41	2	17	1	0	1	0	2	2	99	3	0	1	14	13	0	0	1	4	27	0	-1	5	10	97	7	0	1	1	1	3	0	0	2	4	4	17	0	2	?	?	37500	37500	17
27	2	14	1	1	1	2	2	2	60	1	1	0	14	14	0	0	1	5	0	0	-1	3	4	97	7	5	2	0	1	2	0	3	8	8	2	16	2	4	?	?	32500	32500	16
27	2	16	1	2	2	2	2	2	40	3	1	1	16	16	1	1	2	5	0	0	-1	0	8	97	7	3	2	0	0	1	0	2	2	4	2	15	3	4	?	?	27500	27500	15
50	1	14	1	0	2	0	1	4	65	2	0	0	12	98	0	?	2	1	25	7	-1	4	3	12	1	6	1	1	2	1	1	0	1	2	2	19	1	4	12	14	87500	55000	21
28	1	16	1	1	4	2	2	3	40	3	2	1	14	16	0	0	2	1	27	1	40	2	2	16	3	1	1	1	0	2	1	3	3	4	3	16	3	3	16	16	55000	32500	19
31	1	16	1	1	4	2	1	3	40	3	1	1	12	13	0	0	2	1	29	1	40	2	9	12	1	2	1	1	0	2	1	3	2	4	3	13	4	4	12	16	45000	21250	18
51	1	12	1	1	1	2	2	2	46	1	1	0	12	14	0	?	1	5	0	0	-1	1	5	97	7	1	1	1	0	3	0	2	1	3	3	15	3	3	?	?	27500	27500	15
25	2	9	2	0	1	0	1	1	20	0	0	0	99	99	?	?	1	5	0	0	-1	0	1	97	7	2	1	1	1	3	0	0	1	3	2	0	4	2	?	?	3500	?	3
41	1	11	1	2	2	2	1	1	40	0	1	0	99	99	?	?	2	1	21	1	36	5	4	12	1	0	3	0	1	3	2	1	2	4	4	10	5	3	12	11	21250	13750	13
26	1	15	1	0	2	0	1	1	40	1	0	0	5	97	0	?	2	5	0	0	-1	9	11	97	7	3	1	2	8	1	0	0	3	4	2	11	6	3	?	?	16250	16250	11
20	2	12	7	0	3	0	3	2	-1	1	0	0	16	97	1	?	2	5	0	0	-1	8	6	97	7	3	2	0	2	2	0	0	3	3	2	0	4	2	?	?	37500	?	17
21	2	12	7	0	3	1	1	1	-1	1	1	0	7	0	0	0	2	5	0	0	-1	2	7	97	7	0	3	0	0	2	0	2	3	2	8	0	4	3	?	?	11250	?	9
43	1	16	1	2	2	2	1	4	40	3	1	1	10	14	?	0	2	1	26	1	40	2	3	14	1	5	1	2	2	2	2	3	1	2	2	21	1	4	14	16	87500	87500	21
44	1	16	1	1	1	3	2	4	40	3	1	1	12	14	0	0	1	1	33	7	-1	5	11	17	4	2	2	0	0	1	1	4	2	3	2	20	2	4	17	16	67500	67500	20
43	2	15	2	0	1	0	2	4	20	1	0	0	12	16	0	1	1	1	30	1	60	3	1	20	4	1	1	1	1	2	2	0	2	4	1	22	1	4	15	20	87500	?	21
39	1	15	1	1	1	3	3	4	50	1	2	0	12	12	0	0	1	1	22	1	45	7	10	16	3	4	1	3	0	1	1	2	1	3	1	18	1	4	16	15	67500	45000	20
54	2	16	1	2	1	2	2	3	40	3	1	1	7	8	0	0	1	1	23	1	20	2	8	18	4	2	1	1	0	2	1	1	3	4	2	17	2	4	16	18	55000	37500	19
47	2	14	1	2	1	2	2	3	40	1	1	0	12	14	0	0	1	3	24	0	-1	3	1	97	7	6	1	2	0	2	0	4	2	3	2	18	1	3	?	?	45000	45000	18
77	2	15	7	0	1	3	2	3	-1	1	1	0	8	97	0	?	1	1	20	1	40	2	12	12	1	0	1	1	1	1	1	4	1	2	2	0	3	3	15	12	45000	?	18
47	2	18	1	1	1	3	2	4	40	4	1	1	10	14	0	0	1	1	28	1	40	2	4	16	3	6	1	2	1	2	2	5	2	3	2	22	6	3	18	16	?	?	22
27	2	9	7	0	2	3	2	1	-1	0	1	0	11	97	0	?	2	5	0	0	-1	4	11	97	7	1	1	1	1	1	0	2	3	3	3	0	5	2	?	?	9000	?	8
39	1	10	7	0	1	3	1	2	-1	0	1	0	8	8	0	0	1	1	25	1	40	6	11	14	1	2	2	0	0	2	1	1	3	3	3	12	1	3	14	10	27500	18750	15
54	2	12	8	0	0	2	3	4	-1	1	2	0	12	97	0	?	?	3	17	0	-1	3	5	97	7	0	1	1	2	2	0	1	3	3	2	0	1	2	?	?	?	?	98
44	2	12	4	1	2	3	2	1	-1	1	1	0	8	8	0	0	2	3	30	0	-1	9	11	97	7	2	2	0	1	2	0	3	2	3	3	0	2	2	?	?	2000	?	2
27	2	14	2	0	1	0	2	1	10	1	0	0	12	16	0	1	1	5	0	0	-1	5	1	97	7	5	2	0	1	2	0	0	4	9	2	2	4	1	?	?	13750	2000	10
37	2	12	1	2	2	2	1	1	40	1	1	0	12	98	0	0	2	3	16	0	-1	3	6	97	7	2	1	1	0	2	0	2	4	5	3	14	1	2	?	?	23750	23750	14
52	2	9	1	0	3	0	4	3	59	0	0	0	8	2	0	0	2	4	18	0	-1	10	12	97	7	5	2	0	1	1	0	0	2	3	1	13	2	2	?	?	45000	21250	18
76	2	10	7	0	1	3	2	1	-1	0	2	0	12	7	0	0	1	1	21	5	-1	2	6	9	0	5	1	1	1	1	1	3	2	3	2	0	3	3	10	9	21250	?	13
54	2	12	1	2	2	3	1	1	40	1	2	0	8	8	0	0	2	3	20	0	-1	1	5	97	7	1	1	8	1	1	0	4	2	3	2	13	2	3	?	?	21250	21250	13
65	1	13	2	1	1	3	3	1	24	1	1	0	98	9	0	0	1	1	24	7	-1	0	5	12	1	6	2	0	1	2	1	3	8	8	1	3	4	4	12	13	23750	3500	14
71	2	14	7	0	1	3	5	4	-1	1	1	0	98	98	?	?	1	1	25	5	-1	3	11	12	1	6	1	2	2	1	1	3	5	5	1	0	10	3	14	12	?	?	98
49	2	8	2	2	1	3	2	1	24	0	1	0	11	98	0	0	1	1	20	4	-1	13	2	11	1	1	1	3	1	3	1	5	2	3	1	6	1	1	8	11	11250	6500	9
24	2	12	1	1	2	2	2	4	44	1	1	0	16	14	1	0	2	1	22	1	89	9	4	14	1	4	2	0	0	2	2	2	1	3	8	15	3	4	12	14	67500	27500	20
43	1	13	1	2	1	2	2	2	45	1	2	0	12	8	0	0	1	1	25	2	25	4	4	12	1	3	2	0	0	2	2	4	4	5	5	15	3	3	12	13	37500	27500	17
41	1	15	1	1	2	2	1	4	40	1	1	0	98	97	0	?	2	1	20	1	48	8	2	15	2	0	2	0	1	2	1	3	3	3	2	17	1	4	15	15	87500	37500	21
41	2	12	1	1	1	3	2	2	40	1	1	0	4	3	0	0	1	3	18	0	-1	16	1	97	7	0	1	1	0	2	0	3	4	3	2	13	4	3	?	?	32500	21250	16
46	2	12	1	1	4	2	2	2	40	1	1	0	12	12	0	0	2	1	19	1	35	3	8	16	3	2	1	1	0	3	2	1	2	2	3	9	3	3	12	16	37500	11250	17
65	2	12	7	0	1	0	2	4	-1	1	0	0	12	12	0	0	1	1	25	5	-1	3	4	18	4	5	1	2	1	2	1	0	1	2	5	0	2	4	12	18	67500	?	20
33	1	16	1	2	1	3	2	2	45	3	1	1	14	16	0	1	1	5	0	0	-1	2	12	97	7	6	1	2	1	1	0	4	3	4	5	15	3	3	?	?	27500	27500	15
33	2	14	1	1	1	3	2	1	80	2	2	0	16	12	1	0	1	4	23	0	-1	2	1	97	7	3	2	0	0	2	0	3	1	1	2	10	1	2	?	?	18750	13750	12
45	2	12	1	0	2	0	2	2	40	1	0	0	12	12	0	0	2	1	21	1	50	4	11	10	0	1	1	1	8	2	1	0	2	2	2	9	2	2	12	10	32500	11250	16
25	2	18	6	0	0	0	1	4	-1	3	0	1	14	18	0	1	?	5	0	0	-1	1	6	97	7	0	1	1	1	2	0	0	2	3	2	0	1	3	?	?	?	?	98
24	1	16	1	1	2	3	2	1	40	3	2	1	15	16	0	1	2	5	0	0	-1	5	12	97	7	6	2	0	0	1	0	2	2	3	4	10	2	2	?	?	13750	13750	10
45	1	12	1	2	3	2	2	3	44	1	2	0	12	9	0	?	2	1	23	1	40	2	10	12	1	2	1	2	0	2	2	2	4	4	2	15	3	3	12	12	45000	27500	18
65	2	12	5	0	0	0	2	1	-1	1	0	0	98	7	?	0	?	1	21	5	-1	1	7	12	1	1	1	1	1	2	2	0	3	4	1	0	5	2	12	12	18750	?	12
44	1	12	4	0	3	0	3	2	-1	1	0	0	12	8	0	0	2	5	0	0	-1	1	10	97	7	4	2	0	8	2	0	0	2	2	1	0	5	3	?	?	27500	?	15
30	2	12	4	1	4	2	2	2	-1	1	1	0	98	10	?	0	2	1	20	1	40	4	1	11	0	3	2	0	8	2	1	2	1	8	2	10	6	3	12	11	27500	13750	15
72	1	8	5	0	0	0	1	1	-1	0	0	0	98	98	0	0	?	1	36	5	-1	8	7	8	0	0	1	3	8	2	2	0	8	3	1	0	4	3	8	8	9000	?	8
46	2	12	1	2	3	2	3	3	50	1	1	0	11	12	0	0	2	3	19	0	-1	5	8	97	7	3	1	1	2	2	0	2	2	4	3	18	2	4	?	?	45000	45000	18
64	2	13	2	0	1	0	2	2	30	1	0	0	4	8	0	0	1	1	19	5	-1	2	11	13	1	5	1	2	1	2	2	0	3	3	2	13	2	3	13	13	27500	21250	15
75	1	12	5	0	0	0	1	1	-1	1	0	0	8	8	0	0	?	3	35	0	-1	4	3	97	7	3	1	2	1	1	0	0	2	3	3	0	1	3	?	?	13750	?	10
71	1	16	5	0	0	0	3	1	-1	3	0	1	12	12	0	0	?	5	0	0	-1	1	6	97	7	4	2	0	2	3	0	0	3	4	2	0	2	2	?	?	9000	?	8
41	2	20	1	0	3	0	2	4	60	4	0	1	12	12	0	0	2	1	26	1	60	0	6	20	4	4	2	0	1	2	2	0	1	3	5	17	0	1	20	20	67500	37500	20
69	2	12	5	0	0	2	2	4	-1	1	2	0	98	98	?	?	?	1	22	2	12	0	6	98	8	5	1	2	0	2	2	5	5	4	2	0	3	3	?	?	?	?	98
37	1	18	1	1	2	3	2	4	56	4	1	1	16	10	1	0	2	1	23	1	60	0	5	16	3	2	1	1	8	2	1	1	1	4	2	20	1	4	16	18	87500	67500	21
36	2	14	1	1	1	3	2	2	41	2	1	0	10	12	0	0	1	1	20	1	89	3	1	16	3	2	8	0	1	1	1	3	5	5	1	9	1	3	14	16	37500	11250	17
39	2	16	1	1	2	3	2	3	40	3	2	1	12	16	0	1	2	1	23	1	40	6	10	13	1	3	1	3	2	1	1	3	3	4	3	18	2	3	16	13	55000	45000	19
52	1	17	1	0	2	0	2	3	46	3	0	1	12	12	0	0	2	1	26	1	32	3	8	13	1	6	1	2	2	2	2	0	3	3	3	0	3	3	13	17	45000	?	18
44	1	14	1	1	2	2	2	3	40	2	2	0	12	97	0	?	2	1	21	1	40	5	5	12	1	5	1	2	1	2	2	3	3	4	3	16	4	3	12	14	45000	32500	18
21	1	13	6	0	0	1	1	3	-1	1	1	0	12	12	0	0	?	5	0	0	-1	1	6	97	7	5	1	3	0	2	0	3	5	5	3	0	5	3	?	?	55000	?	19
42	2	12	7	0	2	0	3	3	-1	1	0	0	6	7	0	0	2	1	21	1	40	2	10	16	3	4	1	2	1	2	2	0	2	3	2	0	2	4	12	16	55000	?	19
35	2	19	1	1	1	3	2	4	45	4	2	1	11	16	0	1	1	1	30	1	18	3	8	14	1	6	1	2	0	2	2	2	1	3	3	20	3	4	19	14	87500	67500	21
26	1	13	1	1	2	2	3	2	52	1	1	0	12	10	0	0	2	1	23	7	-1	1	7	12	1	5	2	0	1	2	2	2	2	4	2	15	3	3	12	13	37500	27500	17
48	2	12	1	1	1	3	1	4	42	1	1	0	12	98	0	?	1	1	20	1	47	8	6	12	1	0	1	1	8	2	2	2	2	2	1	11	3	3	12	12	67500	16250	20
68	2	13	5	0	0	2	2	1	-1	1	1	0	8	97	0	?	?	2	20	0	-1	7	1	97	7	1	2	0	0	3	0	2	2	3	2	0	8	3	?	?	11250	?	9
26	1	12	1	0	1	0	2	1	30	1	0	0	12	12	0	0	1	1	24	1	40	4	12	12	1	3	2	0	1	2	2	0	4	5	1	11	2	2	12	12	23750	16250	14
36	1	12	1	2	3	2	4	3	44	1	1	0	98	16	0	0	2	3	18	0	-1	7	4	97	7	3	1	3	0	2	0	3	3	3	2	18	4	4	?	?	45000	45000	18
